STOCK NAME,STANDARDISED STOCK NAME,CODE,ANNUAL_REPORT_2018,INVESTMENT_CHANNEL,DATA AVAILIABITY,SECTOR
GDS GLOBAL LIMITED,GDS GLOBAL LIMITED,5VP,https://links.sgx.com/1.0.0/corporate-announcements/QKKEKTTVXMSGM6S2/GDS%20Global%20Limited%20-%20AR2018_revised.pdf,STOCKS,Yes,Industrials
GENTING SINGAPORE LIMITED,GENTING SINGAPORE LIMITED,G13,https://links.sgx.com/1.0.0/corporate-announcements/MIWXY9WZ0BYOS0NG/Genting%20Singapore%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
GEO ENERGY RESOURCES LIMITED,GEO ENERGY RESOURCES LIMITED,RE4,https://links.sgx.com/1.0.0/corporate-announcements/LG8O4I0LDOJWOYNF/GEO%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Energy
GKE CORPORATION LIMITED,GKE CORPORATION LIMITED,595,https://links.sgx.com/1.0.0/corporate-announcements/XDWCVN3PQI2YUPU5/GKE%20-%20Annual%20Report%20FYE2018.pdf,STOCKS,Yes,Industrials
GL LIMITED,GL LIMITED,B16,https://links.sgx.com/1.0.0/corporate-announcements/N3B6404QP03B54UM/GL-AR2018-Final.pdf,STOCKS,Yes,Consumer Discretionary
GLOBAL DRAGON LIMITED,GLOBAL DRAGON LIMITED,586,https://links.sgx.com/1.0.0/corporate-announcements/DNRNXU2VKJ024U91/Global%20Dragon%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
GLOBAL INVACOM GROUP LIMITED,GLOBAL INVACOM GROUP LIMITED,QS9,https://links.sgx.com/1.0.0/corporate-announcements/TP6LZZHIOG02DT34/Global%20Invacom%20Group%20Limited_Annual%20Report_FYE%2031.12.2018.pdf,STOCKS,Yes,Information Technology
GLOBAL INVESTMENTS LIMITED,GLOBAL INVESTMENTS LIMITED,B73,https://links.sgx.com/1.0.0/corporate-announcements/EVMA0SMUVFJZVSLX/43_20190328_GlobalInvestmentsLimited_AnnualReport2018.pdf,STOCKS,Yes,Financials
GLOBAL PALM RESOURCES HOLDINGS LIMITED,GLOBAL PALM RESOURCES HOLDINGS LIMITED,BLW,https://links.sgx.com/1.0.0/corporate-announcements/YQRUVWV36OHIVPCY/GPRH_AR_FYE2018.pdf,STOCKS,Yes,Consumer Staples
GLOBAL TESTING CORPORATION LIMITED,GLOBAL TESTING CORPORATION LIMITED,AYN,https://links.sgx.com/1.0.0/corporate-announcements/FMB2Q170GEU2A2A0/GTCL_Share%20Purchase%20Mandate_8Apr19.pdf,STOCKS,Yes,Information Technology
GOLDEN AGRI-RESOURCES LTD,GOLDEN AGRI-RESOURCES LIMITED,E5H,https://links.sgx.com/1.0.0/corporate-announcements/NF9MFY95HRD16JHH/GAR13-03-04-2019-AR2018.pdf,STOCKS,Yes,Consumer Staples
GOLDEN ENERGY AND RESOURCES LIMITED,GOLDEN ENERGY AND RESOURCES LIMITED,AUE,https://links.sgx.com/1.0.0/corporate-announcements/CZ4C7R32QZFL7L6C/GEAR_Annual%20Report%202018.pdf,STOCKS,Yes,Energy
GOODLAND GROUP LIMITED,GOODLAND GROUP LIMITED,5PC,https://links.sgx.com/1.0.0/corporate-announcements/WQOXEZ3VD3XYC4VP/GGL_%20Annual%20Report%20FY18.pdf,STOCKS,Yes,Real Estate
GP INDUSTRIES LIMITED,GP INDUSTRIES LIMITED,G20,https://links.sgx.com/1.0.0/corporate-announcements/UU19U4E5Q3CG2XAN/GP%20Industries%20-%20Annual%20Report%202017-2018.pdf,STOCKS,Yes,Information Technology
GRAND BANKS YACHTS LIMITED,GRAND BANKS YACHTS LIMITED,G50,https://links.sgx.com/1.0.0/corporate-announcements/4SAF30ABHZFUYTJG/Grand_Banks_Yachts_Limited_Annual_Report_2018.pdf,STOCKS,Yes,Industrials
GRAND VENTURE TECHNOLOGY LIMITED,GRAND VENTURE TECHNOLOGY LIMITED,JLB,https://links.sgx.com/1.0.0/corporate-announcements/IS2B2VZRFLVVIL1G/Grand%20Venture%20Technology%20Limited_AR2018.pdf,STOCKS,Yes,Industrials
GREAT EASTERN HOLDINGS LIMITED,GREAT EASTERN HOLDINGS LIMITED,G07,https://links.sgx.com/1.0.0/corporate-announcements/OHZHZ8SSKJT9U9K4/Great%20Eastern%20Holdings%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Financials
GREEN BUILD TECHNOLOGY LIMITED,GREEN BUILD TECHNOLOGY LIMITED,Y06,https://links.sgx.com/1.0.0/corporate-announcements/7R78TGUR65KOV0S5/Green%20Build-AR2018.pdf,STOCKS,Yes,Industrials
GRP LIMITED,GRP LIMITED,BLU,https://links.sgx.com/1.0.0/corporate-announcements/ZMIITO703UDR1WF2/AOXIN%20Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
GS HOLDINGS LIMITED,GS HOLDINGS LIMITED,43A,https://links.sgx.com/1.0.0/corporate-announcements/1DLSO85HE66H1XXY/GS%20Holdings%20Limited%20-Annual%20Report%20FYE%2031%20Dec%202018.pdf,STOCKS,Yes,Industrials
GSH CORPORATION LIMITED,GSH CORPORATION LIMITED,BDX,https://links.sgx.com/1.0.0/corporate-announcements/SOCIWOW7RXZ14XKP/FY2018%20GSH%20Annual%20Report.pdf,STOCKS,Yes,Real Estate
GSS ENERGY LIMITED,GSS ENERGY LIMITED,41F,https://links.sgx.com/1.0.0/corporate-announcements/X88KUQK3TBLYBR75/GSSEL-FY2018_AR_Final.pdf,STOCKS,Yes,Information Technology
GUOAN INTERNATIONAL LIMITED,GUOAN INTERNATIONAL LIMITED,G11,https://links.sgx.com/1.0.0/corporate-announcements/IXUCUYCSMR0I9YKD/15872_E%20Guoan%20AR.pdf,STOCKS,Yes,Industrials
GUOCOLAND LIMITED,GUOCOLAND LIMITED,F17,https://links.sgx.com/1.0.0/corporate-announcements/7E6XK37HIQX9M30Y/GLL%20AR%202018.pdf,STOCKS,Yes,Real Estate
GYP PROPERTIES LIMITED,GYP PROPERTIES LIMITED,AWS,https://static1.squarespace.com/static/5991bdbabf629a7601e6ff91/t/5bb598ba7817f73b3f346acb/1538627845945/AR2018.pdf,STOCKS,Yes,Real Estate
HAFARY HOLDINGS LIMITED,HAFARY HOLDINGS LIMITED,5VS,https://links.sgx.com/1.0.0/corporate-announcements/1F3BOO8RM150U2Y9/Hafary%20Holdings%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
HAI LECK HOLDINGS LIMITED,HAI LECK HOLDINGS LIMITED,BLH,https://links.sgx.com/1.0.0/corporate-announcements/DBJIVO0G93I1JUT8/HLH_Annual%20Report%20FY2018.pdf,STOCKS,Yes,Energy
HALCYON AGRI CORPORATION LIMITED,HALCYON AGRI CORPORATION LIMITED,5VJ,https://links.sgx.com/1.0.0/corporate-announcements/VKZPU24MD2AS7KBR/Halcyon_Agri_Corporation_Limited_Annual_Report_2018.pdf,STOCKS,Yes,Industrials
HANWELL HOLDINGS LIMITED,HANWELL HOLDINGS LIMITED,DM0,https://links.sgx.com/1.0.0/corporate-announcements/7KMHTKQ9I2R2OP63/Hanwell_Annual%20Report%202018%20and%20Related%20Documents.pdf,STOCKS,Yes,Consumer Staples
HATTEN LAND LIMITED,HATTEN LAND LIMITED,PH0,https://links.sgx.com/1.0.0/corporate-announcements/POLQIXOER24OUKI9/2018.10.10%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Real Estate
HAW PAR CORPORATION LIMITED,HAW PAR CORPORATION LIMITED,H02,https://links.sgx.com/1.0.0/corporate-announcements/HDFYGTL31DLBL9NH/Haw_Par_%20AR2018.pdf,STOCKS,Yes,Health Care
HC SURGICAL SPECIALISTS LIMITED,HC SURGICAL SPECIALISTS LIMITED,1B1,https://links.sgx.com/1.0.0/corporate-announcements/6TLUXIIYRXVAPP5J/Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
HEALTH MANAGEMENT INTERNATIONAL LTD,HEALTH MANAGEMENT INTERNATIONAL LIMITED,588,https://links.sgx.com/1.0.0/corporate-announcements/JPF08GDBDEE775VV/HMI%20-%20Annual%20Report%20FY%2030%20June%202018.pdf,STOCKS,Yes,Health Care
HEALTHBANK HOLDINGS LIMITED,HEALTHBANK HOLDINGS LIMITED,40B,,STOCKS,No,Industrials
HEALTHWAY MEDICAL CORPORATION LIMITED,HEALTHWAY MEDICAL CORPORATION LIMITED,5NG,https://links.sgx.com/1.0.0/corporate-announcements/2D21FJT2BLO9HHVW/Healthway%20Medical%20Corporation%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
HEATEC JIETONG HOLDINGS LTD.,HEATEC JIETONG HOLDINGS LIMITED,5OR,https://links.sgx.com/1.0.0/corporate-announcements/E8BS71BA721H9JE7/Heatec%20Jietong%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Energy
HEETON HOLDINGS LIMITED,HEETON HOLDINGS LIMITED,5DP,https://links.sgx.com/1.0.0/corporate-announcements/CSYOYU5MYXMCX33T/Heeton%20Holdings%20Limited%20Annual%20Report%202018_Final.pdf,STOCKS,Yes,Real Estate
HENGYANG PETROCHEMICAL LOGISTICS LIMITED,HENGYANG PETROCHEMICAL LOGISTICS LIMITED,5PD,https://links.sgx.com/1.0.0/corporate-announcements/K3OSKO0JU1CO4UE6/Hengyang%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Energy
HG METAL MANUFACTURING LIMITED,HG METAL MANUFACTURING LIMITED,BTG,https://links.sgx.com/1.0.0/corporate-announcements/QPYZGFWJG6FN053D/HGMMLAnnualReport2018.pdf,STOCKS,Yes,Industrials
HI-P INTERNATIONAL LIMITED,HI-P INTERNATIONAL LIMITED,H17,https://links.sgx.com/1.0.0/corporate-announcements/R2OFAAA4S2223G25/Hi-P_Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
HIAP HOE LIMITED,HIAP HOE LIMITED,5JK,https://links.sgx.com/1.0.0/corporate-announcements/VI2SJXM2VJP51U5G/HiapHoeLtd_AR2018.pdf,STOCKS,Yes,Real Estate
HIAP SENG ENGINEERING LTD,HIAP SENG ENGINEERING LIMITED,510,https://links.sgx.com/1.0.0/corporate-announcements/05MWUXRDKLKCSKLS/HSEL_AR_2018.pdf,STOCKS,Yes,Energy
HIAP TONG CORPORATION LTD.,HIAP TONG CORPORATION LIMITED,5PO,https://links.sgx.com/1.0.0/corporate-announcements/ZG8QVD62P9WEW7XH/Hiap%20Tong_Annual%20Report%202018_final.pdf,STOCKS,Yes,Industrials
HL GLOBAL ENTERPRISES LIMITED,HL GLOBAL ENTERPRISES LIMITED,AVX,https://links.sgx.com/1.0.0/corporate-announcements/D723APNSQ79IJQDQ/HLGE_AR2018.pdf,STOCKS,Yes,Consumer Discretionary
HO BEE LAND LIMITED,HO BEE LAND LIMITED,H13,https://links.sgx.com/1.0.0/corporate-announcements/AWCRMTOPT7P8MDOM/HBL_AnnualReport_FY2018.pdf,STOCKS,Yes,Real Estate
HOCK LIAN SENG HOLDINGS LIMITED,HOCK LIAN SENG HOLDINGS LIMITED,J2T,https://links.sgx.com/1.0.0/corporate-announcements/4ZEF6R9S5FEA6WNG/Annual%20Report%20for%20the%20financial%20year%20ended%2031%20December%202018.pdf,STOCKS,Yes,Industrials
HOE LEONG CORPORATION LTD.,HOE LEONG CORPORATION LIMITED,H20,https://links.sgx.com/1.0.0/corporate-announcements/FIF6HR655RHTAERL/Hoe_Leong%20Corporation%20Limited%20%20Annual%20Report%20FY%202018.pdf,STOCKS,Yes,Industrials
HONG FOK CORPORATION LIMITED,HONG FOK CORPORATION LIMITED,H30,https://links.sgx.com/1.0.0/corporate-announcements/05673GWSPOF0VZRP/38620_HongFok%20AR%202018%20A4%20LRS.pdf,STOCKS,Yes,Real Estate
HONG LAI HUAT GROUP LIMITED,HONG LAI HUAT GROUP LIMITED,CTO,https://links.sgx.com/1.0.0/corporate-announcements/WW3G4XVKTTDPX75B/Hong%20Lai%20Huat%20Appendix%201%202019.pdf,STOCKS,Yes,Real Estate
HONG LEONG ASIA LTD.,HONG LEONG ASIA LIMITED,H22,https://links.sgx.com/1.0.0/corporate-announcements/MCLUFEBKGT57W2IX/Hong%20Leong%20Asia%20AR2018_Annual%20Report.pdf,STOCKS,Yes,Industrials
HONG LEONG FINANCE LIMITED,HONG LEONG FINANCE LIMITED,S41,https://links.sgx.com/1.0.0/corporate-announcements/RNFOCA5V2519BHSW/HLF_Annual_Report_2018.pdf,STOCKS,Yes,Financials
HONGKONG AND SHANGHAI BANK,HONGKONG AND SHANGHAI BANK,,,ADR,No,
HONGKONG LAND HOLDINGS LIMITED,HONGKONG LAND HOLDINGS LIMITED,H78,https://links.sgx.com/1.0.0/corporate-announcements/DOP9OS145SMT2ZQV/HKLH%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
HOR KEW CORPORATION LIMITED,HOR KEW CORPORATION LIMITED,BBP,https://links.sgx.com/1.0.0/corporate-announcements/KYAR0OQYUQ1F9C1B/HKC_AnnualReport2018.pdf,STOCKS,Yes,Industrials
HOSEN GROUP LTD.,HOSEN GROUP LIMITED,5EV,https://links.sgx.com/1.0.0/corporate-announcements/S3T1DFNUCMA6R2EK/Hosen%20Group%20Ltd%20-%20AR2018.pdf,STOCKS,Yes,Consumer Staples
HOTEL GRAND CENTRAL LIMITED,HOTEL GRAND CENTRAL LIMITED,H18,https://links.sgx.com/1.0.0/corporate-announcements/A17E937Y6PCJ2CI2/HGC%20Annual%20Report%202018%20for%20submission%20to%20SGX.pdf,STOCKS,Yes,Consumer Discretionary
HOTEL PROPERTIES LIMITED,HOTEL PROPERTIES LIMITED,H15,https://links.sgx.com/1.0.0/corporate-announcements/ZTNO5Y7MJGJPNL77/1.%20HPL-Annual_Report_2018_Final.pdf,STOCKS,Yes,Consumer Discretionary
HOTEL ROYAL LIMITED,HOTEL ROYAL LIMITED,H12,https://links.sgx.com/1.0.0/corporate-announcements/VR4OAB04W12YSDAF/HRL_Annual_Report_FY2018.pdf,STOCKS,Yes,Consumer Discretionary
HOTUNG INVESTMENT HLDGS LTD,HOTUNG INVESTMENT HOLDINGS LIMITED,BLS,https://links.sgx.com/1.0.0/corporate-announcements/RNZ5PAFYBNE9WLWW/Hotung%20Investment%20Holdings%20Limited_AR%202018.pdf,STOCKS,Yes,Financials
HRNETGROUP LIMITED,HRNETGROUP LIMITED,CHZ,https://links.sgx.com/1.0.0/corporate-announcements/S9WL0LIQNWZLMNDC/HRnetGroup%20Limited%20-%20Letter%20to%20Shareholders.pdf,STOCKS,Yes,Industrials
HU AN CABLE HOLDINGS LTD.,HU AN CABLE HOLDINGS LIMITED,KI3,,STOCKS,No,Industrials
HUAN HSIN HOLDINGS LTD,HUAN HSIN HOLDINGS LIMITED,H16,https://links.sgx.com/1.0.0/corporate-announcements/KIDVSOA2FX6TIZ05/HuanHsin_Annual_Report2018.pdf,STOCKS,Yes,Information Technology
HUANENG POWER INTL,HUANENG POWER INTL,K3FD,,ADR,No,
HUATIONG GLOBAL LIMITED,HUATIONG GLOBAL LIMITED,41B,https://links.sgx.com/1.0.0/corporate-announcements/8FCGQP7XEIH1ZCKD/Huationg-AR2018.pdf,STOCKS,Yes,Industrials
HUTCHISON PORT HOLDINGS MANAGEMENT PTE. LIMITED,HUTCHISON PORT HOLDINGS MANAGEMENT PRIVATE LIMITED,"[P7VU , NS8U]",https://links.sgx.com/1.0.0/corporate-announcements/0JMO0NUT4JWE7IL7/HPHT%20AR2018%20Proof%2015_clean_bookmarked.pdf,BTRUST,Yes,Industrials
HWA HONG CORPORATION LIMITED,HWA HONG CORPORATION LIMITED,H19,https://links.sgx.com/1.0.0/corporate-announcements/5QP02NZUH103LJ6M/Hwa%20Hong%20--%20Corrigendum%20to%20the%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Real Estate
HYFLUX LTD,HYFLUX LIMITED,600,,STOCKS,No,Utilities
HYPHENS PHARMA INTERNATIONAL LIMITED,HYPHENS PHARMA INTERNATIONAL LIMITED,1J5,https://links.sgx.com/1.0.0/corporate-announcements/WT3OLT6R36RYIGUL/Hyphens-AR2018_Final.pdf,STOCKS,Yes,Health Care
ICP LTD.,ICP LIMITED,5I4,https://links.sgx.com/1.0.0/corporate-announcements/IL3EYX3RAR5VV1OH/ICP_Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
IEV HOLDINGS LIMITED,IEV HOLDINGS LIMITED,5TN,https://links.sgx.com/1.0.0/corporate-announcements/IKYD8G01Q2UT76G1/IEV-Annual%20Report%20FY2018.pdf,STOCKS,Yes,Energy
IFAST CORPORATION LTD.,IFAST CORPORATION LIMITED,AIY,https://links.sgx.com/1.0.0/corporate-announcements/S6C2QDQEWHMCQHJR/iFAST%20Corp_Annual%20Report%202018.pdf,STOCKS,Yes,Financials
IFS CAPITAL LIMITED,IFS CAPITAL LIMITED,I49,https://links.sgx.com/1.0.0/corporate-announcements/PCANQKENDFQ9ZFJA/IFS%20Capital%20Limited%20-Annual%20Report%202018.pdf,STOCKS,Yes,Financials
IHH HEALTHCARE BERHAD,IHH HEALTHCARE BERHAD,Q0F,https://links.sgx.com/1.0.0/corporate-announcements/NNGLMBVVZ2RM6KER/1a_IHH%20Healthcare%20Berhad_AR2018_for%20Bursa_cover%20to%20page%2053.pdf,STOCKS,Yes,Health Care
IMPERIUM CROWN LIMITED,IMPERIUM CROWN LIMITED,5HT,https://links.sgx.com/1.0.0/corporate-announcements/IEM6IPRRSWHTFJJQ/Imperium%20Crown%20-%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Real Estate
INCH KENNETH KAJANG RUBBER PLC,INCH KENNETH KAJANG RUBBER PLC,I4R,https://links.sgx.com/1.0.0/corporate-announcements/PAADE2IBLCHWVZ6M/IKKR%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Materials
INCREDIBLE HOLDINGS LTD.,INCREDIBLE HOLDINGS LIMITED,I4R,,STOCKS,No,Materials
INDOFOOD AGRI RESOURCES LTD.,INDOFOOD AGRI RESOURCES LIMITED,5JS,https://links.sgx.com/1.0.0/corporate-announcements/VQWCA4YA71XHM76W/IndoAgri%20AR2018.pdf,STOCKS,Yes,Consumer Staples
INFORMATICS EDUCATION LTD.,INFORMATICS EDUCATION LIMITED,BOU,https://links.sgx.com/1.0.0/corporate-announcements/YY4FXUS1JJKGL7U0/Informatics_Annual%20Report%202018_final.pdf,STOCKS,Yes,Consumer Discretionary
INNOPAC HOLDINGS LIMITED,INNOPAC HOLDINGS LIMITED,I26,https://links.sgx.com/1.0.0/corporate-announcements/HFUVBTYZ5IY268DN/Innopac%20Holdings%20Limited%20AR%202018_15.10.18.pdf,STOCKS,Yes,Financials
INNOTEK LIMITED,INNOTEK LIMITED,M14,https://links.sgx.com/1.0.0/corporate-announcements/NVDDWQ8IKHIJNYFJ/Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
INTERNATIONAL CEMENT GROUP LTD.,INTERNATIONAL CEMENT GROUP LIMITED,KUO,https://links.sgx.com/1.0.0/corporate-announcements/B12ZE6WI9KL2ATNY/Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
INTERNATIONAL PRESS SOFTCOM LIMITED,INTERNATIONAL PRESS SOFTCOM LIMITED,571,https://links.sgx.com/1.0.0/corporate-announcements/8C8UVN2770WIZMUY/IPS_Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
INTERRA RESOURCES LIMITED,INTERRA RESOURCES LIMITED,5GI,https://links.sgx.com/1.0.0/corporate-announcements/X7KFVVRWJ1RPJV1N/Interra%20AR2018.pdf,STOCKS,Yes,Energy
INTRACO LIMITED,INTRACO LIMITED,I06,https://links.sgx.com/1.0.0/corporate-announcements/0HCBHPLCPFHPK211/Intraco%20Limited_2018_Annual_Report.pdf,STOCKS,Yes,Industrials
IPC CORPORATION LTD,IPC CORPORATION LIMITED,AZA,https://links.sgx.com/1.0.0/corporate-announcements/S3M2U1A06XI0NOAN/IPC_Annual%20Report.pdf,STOCKS,Yes,Real Estate
IPS SECUREX HOLDINGS LIMITED,IPS SECUREX HOLDINGS LIMITED,42N,https://links.sgx.com/1.0.0/corporate-announcements/SCD7Y16D2TI1ZREL/IPS%20-%20Annual%20Report.pdf,STOCKS,Yes,Information Technology
IREIT GLOBAL GROUP PTE. LTD.,IREIT GLOBAL GROUP PRIVATE LIMITED,UD1U,https://links.sgx.com/1.0.0/corporate-announcements/X51I0R0Y3CXZZC61/IREIT%20AR2018.pdf,REIT,Yes,Real Estate
ISDN HOLDINGS LIMITED,ISDN HOLDINGS LIMITED,I07,https://links.sgx.com/1.0.0/corporate-announcements/FOU0BIFH70IT901U/ISDN-AnnualReport2018_Eng.pdf,STOCKS,Yes,Industrials
ISEC HEALTHCARE LTD.,ISEC HEALTHCARE LIMITED,40T,https://links.sgx.com/1.0.0/corporate-announcements/3SRH4HIVVNEL0K78/ISEC%20Healthcare%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
ISETAN (SINGAPORE) LIMITED,ISETAN SINGAPORE LIMITED,I15,https://links.sgx.com/1.0.0/corporate-announcements/BSOFC4ZQZWCQDB2L/Isetan_AR18%20SGX.pdf,STOCKS,Yes,Consumer Discretionary
ISOTEAM LTD.,ISOTEAM LIMITED,5WF,https://links.sgx.com/1.0.0/corporate-announcements/1URLY4DP8LHYDOYJ/ISOTEAM%20AR%20FY2018.pdf,STOCKS,Yes,Industrials
IX BIOPHARMA LTD.,IX BIOPHARMA LIMITED,42C,https://links.sgx.com/1.0.0/corporate-announcements/WT9QW4YGPYWLL4LK/iX%20Biopharma_Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
JACKSPEED CORPORATION LIMITED,JACKSPEED CORPORATION LIMITED,J17,https://links.sgx.com/1.0.0/corporate-announcements/D5OVHJ02AJ61GOR3/Jackspeed%20Corporation%20Limited%20-%20Annual%20Report%202018.PDF,STOCKS,Yes,Consumer Discretionary
JADASON ENTERPRISES LTD,JADASON ENTERPRISES LIMITED,J03,https://links.sgx.com/1.0.0/corporate-announcements/3LKS692ZKH6SMHP5/Jadason-Annual_Report_2018.pdf,STOCKS,Yes,Information Technology
JAPAN FOODS HOLDING LTD.,JAPAN FOODS HOLDING LIMITED,5OI,https://links.sgx.com/1.0.0/corporate-announcements/SPJN4742M5MJNGQW/2018.07.06%20JFH%20AR%202018.pdf,STOCKS,Yes,Consumer Discretionary
JAPFA LTD.,JAPFA LIMITED,UD2,https://links.sgx.com/1.0.0/corporate-announcements/51F9ZIOSLT1POFRD/Japfa%20AR2018.pdf,STOCKS,Yes,Consumer Staples
JARDINE CYCLE & CARRIAGE LIMITED,JARDINE CYCLE & CARRIAGE LIMITED,C07,https://links.sgx.com/1.0.0/corporate-announcements/Q0M9Z8LS6GG1NW6Y/JCCL_AR2018_SGXnet.pdf,STOCKS,Yes,Consumer Discretionary
JARDINE MATHESON HOLDINGS LTD,JARDINE MATHESON HOLDINGS LIMITED,J36,https://links.sgx.com/FileOpen/Jardine%20Matheson%20Annual%20Report%202018.ashx?App=Announcement&FileID=550242,STOCKS,Yes,Industrials
JARDINE STRATEGIC HOLDINGS LTD,JARDINE STRATEGIC HOLDINGS LIMITED,J37,https://links.sgx.com/FileOpen/Jardine%20Strategic%20Annual%20Report%202018.ashx?App=Announcement&FileID=550246,STOCKS,Yes,Industrials
JASON MARINE GROUP LIMITED,JASON MARINE GROUP LIMITED,5PF,https://links.sgx.com/1.0.0/corporate-announcements/1FGMHX5XUZPFML7B/JMG_Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
JASPER INVESTMENTS LIMITED,JASPER INVESTMENTS LIMITED,FQ7,https://links.sgx.com/1.0.0/corporate-announcements/6BWMEVJSVKW701V0/Jasper_AR2018_final.pdf,STOCKS,Yes,Energy
JAWALA INC.,JAWALA INC,1J7,https://links.sgx.com/1.0.0/corporate-announcements/ORWBAI0R29ME8SUC/Jawala%20Inc.%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Materials
JB FOODS LIMITED,JB FOODS LIMITED,BEW,https://links.sgx.com/1.0.0/corporate-announcements/HQNADDUVPBP4XR6I/JB%20Foods%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Staples
JCG INVESTMENT HOLDINGS LTD.,JCG INVESTMENT HOLDINGS LIMITED,VFP,https://links.sgx.com/1.0.0/corporate-announcements/AIFJ4GHOAYKU37XQ/JCG%20AR18%20-%20Final.pdf,STOCKS,Yes,Industrials
JEP HOLDINGS LTD.,JEP HOLDINGS LIMITED,1J4,https://links.sgx.com/1.0.0/corporate-announcements/VXZJYI97SJ0K801C/JEPH%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
JES INTERNATIONAL HOLDINGS LIMITED,JES INTERNATIONAL HOLDINGS LIMITED,EG0,,STOCKS,No,Industrials
JIUTIAN CHEMICAL GROUP LIMITED,JIUTIAN CHEMICAL GROUP LIMITED,C8R,https://links.sgx.com/1.0.0/corporate-announcements/Y5I8PKLPNW7OI0IZ/Jiutian%20AR2018.pdf,STOCKS,Yes,Materials
JOYAS INTERNATIONAL HLDGS LTD,JOYAS INTERNATIONAL HOLDINGS LIMITED,E9L,https://links.sgx.com/1.0.0/corporate-announcements/TC6NU9MS94FYEJN2/Joyas-AR2018.pdf,STOCKS,Yes,Financials
JSC GAZPROM,JSC GAZPROM,,,GDR,No,
JUBILEE INDUSTRIES HOLDINGS LTD.,JUBILEE INDUSTRIES HOLDINGS LIMITED,NHD,https://links.sgx.com/1.0.0/corporate-announcements/7UIA4MKNHL1EPHKB/Jubilee_Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
JUMBO GROUP LIMITED,JUMBO GROUP LIMITED,42R,https://links.sgx.com/1.0.0/corporate-announcements/Y5H288XCCA1K2JIF/Jumbo_Annual_Report_2018.pdf,STOCKS,Yes,Consumer Discretionary
KAKAO CORP.,KAKAO CORP,,,ADR,No,
KARIN TECHNOLOGY HLDGS LIMITED,KARIN TECHNOLOGY HOLDINGS LIMITED,K29,https://links.sgx.com/1.0.0/corporate-announcements/XQ1AFQSFM6U90UIA/Karin_Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
KATRINA GROUP LTD.,KATRINA GROUP LIMITED,1A0,https://links.sgx.com/1.0.0/corporate-announcements/HKRROJ3YFAT7CSYA/Katrina%20Group%20Ltd._2018%20Annual%20Report_HR.pdf,STOCKS,Yes,Consumer Discretionary
KBS US PRIME PROPERTY MANAGEMENT PTE. LTD.,KBS US PRIME PROPERTY MANAGEMENT PRIVATE LIMITED,,,REIT,No,Real Estate
KENCANA AGRI LIMITED,KENCANA AGRI LIMITED,BNE,https://links.sgx.com/1.0.0/corporate-announcements/SO8O7B36QEUSFYME/Kencana%20Agri%20Limited%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Staples
KEONG HONG HOLDINGS LIMITED,KEONG HONG HOLDINGS LIMITED,5TT,https://links.sgx.com/1.0.0/corporate-announcements/IR2GYWSOBGP4XLN0/Keong%20Hong%20AR2018%20-%20revised.pdf,STOCKS,Yes,Industrials
KEPPEL CORPORATION LIMITED,KEPPEL CORPORATION LIMITED,BN4,https://links.sgx.com/1.0.0/corporate-announcements/KEP9Y0PJML8FJ7YW/KCL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
KEPPEL DC REIT MANAGEMENT PTE. LTD.,KEPPEL DC REIT MANAGEMENT PRIVATE LIMITED,AJBU,https://links.sgx.com/1.0.0/corporate-announcements/PM38X48FFZC4XU4Z/KDCR%20FULL%20AR%202018.pdf,REIT,Yes,Real Estate
